reaction	linear_coefficient
3HAD161x	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3233900551852737, 0.1924850433994562]
3HAD180	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3233900551852737, 0.1924850433994562]
3HAD181a	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3233900551852737, 0.1924850433994562]
3HAD40	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3233900551852737, 0.1924850433994562]
3HAD60	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3233900551852737, 0.1924850433994562]
3HAD80	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3233900551852737, 0.1924850433994562]
3OAR100	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR120	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR121	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR140	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR141	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR160	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR161	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR161x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR180	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR181x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR40	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR60	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAR80	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS100	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS120	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS121	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS140	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS141	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS160	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS161	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS161a	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS180	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS181a	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS60	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3OAS80	[0.008521592274840976, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
3PEPTtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
3UMPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
4HOXPACDtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
4HTHRS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
4PEPTtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
5DGLCNtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
5DOAN	[0.03726566873793893, 0.023372460571825418, 0.027625827492227657, 0.03647384245839658, 0.02833570156614342]
A5PISO	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
ABUTtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ACACtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ACCOAC	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ACGALtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ACGAM1Ptex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ACGAMT	[0.03391860082563483, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.026657159240625432]
ACGAtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ACGK	[0.20455121838194804, 0.028225711020440924, 0.1756530877840215, 0.3233900551852737, 0.023194220569061303]
ACGS	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
ACHBS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ACKr	[0.028992845024147576, 0.018340983411820087, 0.02410592418558468, 0.03647384245839658, 0.018158593592507353]
ACLS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ACMANAtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ACMUMtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ACOATA	[0.003274837169066999, 0.0036989735837936596, 0.005266709407047664, 0.006217439368142666, 0.0017360984077097758]
ACODA	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
ACONIs	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
ACONTa	[0.001714379831573876, 0.001738479758505477, 0.004466089944362183, 0.006332680576542022, 0.0017360984077097758]
ACONTb	[0.001714379831573876, 0.001738479758505477, 0.004466089944362183, 0.006332680576542022, 0.0017360984077097758]
ACOTA	[0.030345379676012908, 0.1724796692699672, 0.1756530877840215, 0.0476466537877116, 0.022543974442959747]
ACPH	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
ACPS1	[0.04034135276546161, 0.18997330648023097, 0.17291642489338752, 0.3586250546533772, 0.1834874516545625]
ACS	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
ACSERtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ACt2rpp	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
ACtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ADCL	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ADCS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ADEt2rpp	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
ADEtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ADK1	[0.034845829098638, 0.02117470428781537, 0.02410592418558468, 0.03678516989607218, 0.022199100305048656]
ADK3	[0.034845829098638, 0.02117470428781537, 0.02410592418558468, 0.03678516989607218, 0.022199100305048656]
ADK4	[0.034845829098638, 0.02117470428781537, 0.02410592418558468, 0.03678516989607218, 0.022199100305048656]
ADPT	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
ADSL1r	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ADSL2r	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ADSS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
AGM3PA	[0.20455121838194804, 0.25366879118155194, 0.251857503914176, 0.3586250546533772, 0.26491943744658364]
AGM3PApp	[0.03391860082563483, 0.021987776121796705, 0.02410592418558468, 0.04897192768430421, 0.02476690887405113]
AGM3PH	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGM3Pt2pp	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGM4PA	[0.20455121838194804, 0.25366879118155194, 0.251857503914176, 0.3586250546533772, 0.26491943744658364]
AGM4PApp	[0.03391860082563483, 0.021987776121796705, 0.02410592418558468, 0.04897192768430421, 0.02476690887405113]
AGM4PCP	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGM4PCPpp	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
AGM4PH	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGM4Pt2pp	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGMH	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGMHE	[0.034597060537588376, 0.022344229544576377, 0.029197952982591875, 0.043786073306333134, 0.022377632410701204]
AGMT	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
AGMt2pp	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGMtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
AGPAT120	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGPAT140	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGPAT141	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGPAT160	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGPAT160a	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGPAT161a	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGPAT180	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGPAT181	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AGPR	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
Agt	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3233900551852737, 0.1834874516545625]
AHCYSNS	[0.03726566873793893, 0.023372460571825418, 0.027625827492227657, 0.03647384245839658, 0.02833570156614342]
AICART	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
AIRC2	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022377632410701204]
AIRC3	[0.23867774189321067, 0.44293184893052645, 0.22999331422411065, 0.4080635330567014, 0.26491943744658364]
AKGDH	[0.0022571476011367013, 0.0018207382406854006, 0.005092028797007196, 0.006332680576542022, 0.0017360984077097758]
AKGt3pp	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
AKGtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ALAabcpp	[0.028992845024147576, 0.0019441259639552861, 0.0014819628561708424, 0.002299238282564518, 0.016253221223000453]
ALAALAr	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.023194220569061303]
ALAALAtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ALADt2pp	[0.005355446952391162, 0.019163568233619324, 0.02410592418558468, 0.029928317996310422, 0.018687863695148157]
ALAR	[0.028992845024147576, 0.004494138911532922, 0.005266709407047664, 0.029928317996310422, 0.022199100305048656]
ALAt1pp	[0.005355446952391162, 0.019163568233619324, 0.02410592418558468, 0.029928317996310422, 0.018687863695148157]
ALAt2pp	[0.005355446952391162, 0.019163568233619324, 0.02410592418558468, 0.029928317996310422, 0.018687863695148157]
ALAtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ALCD19	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
ALDD2x	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ALDD3y	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
ALLtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ALLTNtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
AM3PA	[0.20455121838194804, 0.25366879118155194, 0.251857503914176, 0.3586250546533772, 0.26491943744658364]
AM4PA	[0.20455121838194804, 0.25366879118155194, 0.251857503914176, 0.3586250546533772, 0.26491943744658364]
AM4PCP	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AMAOTr	[0.23867774189321067, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
AMPMS2	[0.4633835984922203, 0.2608389888782353, 0.5488436544179796, 0.6740978626466176, 0.26491943744658364]
AMPTASEAGl	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
AMPTASECG	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
AMPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ANHGMtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ANHMK	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
ANPRT	[0.20455121838194804, 0.24109695315505358, 0.17291642489338752, 0.3233900551852737, 0.030740100032425936]
ANS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
AOXSr	[0.20455121838194804, 0.022947458413895814, 0.1756530877840215, 0.3233900551852737, 0.1834874516545625]
APRAUR	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
ARBtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ARGabcpp	[0.028992845024147576, 0.0019441259639552861, 0.0014819628561708424, 0.002299238282564518, 0.016253221223000453]
ARGDC	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ARGSL	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ARGSS	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.039579769199756594, 0.022199100305048656]
ARGt1pp	[0.005355446952391162, 0.019163568233619324, 0.02410592418558468, 0.029928317996310422, 0.018687863695148157]
ARGt2pp	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ARGtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ASAD	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ASCBtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ASNabcpp	[0.028992845024147576, 0.0019441259639552861, 0.0014819628561708424, 0.002299238282564518, 0.016253221223000453]
ASNN	[0.20455121838194804, 0.1724796692699672, 0.17291642489338752, 0.3233900551852737, 0.1834874516545625]
ASNNpp	[0.20455121838194804, 0.1724796692699672, 0.17291642489338752, 0.3233900551852737, 0.1834874516545625]
ASNSYN	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ASNt1pp	[0.005355446952391162, 0.019163568233619324, 0.02410592418558468, 0.029928317996310422, 0.018687863695148157]
ASNt2pp	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ASNtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ASO3tex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ASP1DC	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
ASPabcpp	[0.028992845024147576, 0.0019441259639552861, 0.0014819628561708424, 0.002299238282564518, 0.016253221223000453]
ASPCT	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ASPK	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ASPO3	[0.03726566873793893, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.2396959365550161]
ASPO5	[0.03726566873793893, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.2396959365550161]
ASPO6	[0.03726566873793893, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.2396959365550161]
ASPT	[0.03715259211928, 0.02117470428781537, 0.1756530877840215, 0.049173599799003084, 0.022199100305048656]
ASPt1pp	[0.005355446952391162, 0.019163568233619324, 0.02410592418558468, 0.029928317996310422, 0.018687863695148157]
ASPt2pp	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ASPTA	[0.028992845024147576, 0.02117470428781537, 0.024219555596438517, 0.03647384245839658, 0.022199100305048656]
ASPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
ATHRDHr	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3233900551852737, 0.26491943744658364]
ATPHs	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
ATPM	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
ATPPRT	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
ATPS4rpp	[0.0010811507670839134, 0.0011626703832460106, 0.0014819628561708424, 0.001406118917469499, 0.0013731703373275092]
BALAtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
BTS4	[0.028992845024147576, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022377632410701204]
BUTSO3tex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
BUTtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CA2tex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CAT	[0.004269911413265512, 0.02117470428781537, 0.006416690089814083, 0.03373127787348921, 0.01781078752505768]
CAt1pp	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
CBPS	[0.005355446952391162, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
CD2t3pp	[0.20455121838194804, 0.23263803923755144, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
CD2tex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CDPMEK	[0.031430915215138557, 0.02117470428781537, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
CGLYtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CHLt2pp	[0.23031007211245047, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
CHLtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CHORM	[0.028992845024147576, 0.02105551332375757, 0.02410592418558468, 0.03647384245839658, 0.022199100305048656]
CHORS	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
CHRPL	[0.49522597430657267, 0.44293184893052645, 0.5488436544179796, 0.6181482559687297, 0.3638475806316165]
CITt1pp	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
CITt2pp	[0.2729851879943275, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
CITtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CLt4	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
CLtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CMPtex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CO2tex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
CO2tpp	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
COBALT2t1pp	[0.04034135276546161, 0.029487007747199756, 0.033375730906059754, 0.0502107706745973, 0.03299327846938251]
COBALT2t2pp	[0.20455121838194804, 0.25366879118155194, 0.1756530877840215, 0.3586250546533772, 0.26491943744658364]
COBALT2tex	[0.009041744720672018, 0.004494138911532922, 0.006416690089814083, 0.008579884140329489, 0.002900492633519549]
